,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_buffer_size,params_gamma,params_learning_starts,params_log_std_init,params_lr,params_net_arch,params_tau,params_train_freq,state
0,0,0.015043482771934319,2021-04-23 13:02:55.941535,2021-04-23 13:05:33.800967,0 days 00:02:37.859432,64,10000,0.999,0,-2.7722390558917134,0.00823522968316834,medium,0.02,128,COMPLETE
1,1,0.013464377623854565,2021-04-23 13:05:33.803255,2021-04-23 13:08:07.174277,0 days 00:02:33.371022,64,10000,0.999,0,-2.9145557234642,0.007754008822131313,medium,0.02,128,PRUNED
