,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_buffer_size,params_gamma,params_learning_starts,params_log_std_init,params_lr,params_net_arch,params_tau,params_train_freq,state
0,0,0.025185296062020943,2021-05-03 12:47:45.498609,2021-05-03 12:53:14.941818,0 days 00:05:29.443209,64,10000,0.999,0,-2.7722390558917134,0.00823522968316834,medium,0.02,128,COMPLETE
1,1,0.050621931162253234,2021-05-03 12:53:14.946788,2021-05-03 12:58:48.051458,0 days 00:05:33.104670,64,10000,0.999,0,-2.9145557234642,0.007754008822131313,medium,0.02,128,PRUNED
